"---"
"Dataset: Underlying Cause of Death, 2018-2021, Single Race"
"Query Parameters:"
"Title: trafficdeathsweekday"
"ICD-10 Codes: V01-V99 (Transport accidents)"
"Group By: Cause of death; Weekday"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd-expanded.html for more information."
"---"
"Query Date: Mar 8, 2023 7:14:03 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2021 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"2018-2021, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10-expanded.html on Mar 8, 2023 7:14:03 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when Autopsy, Place of Death, Weekday or Month are grouped by or limited,"
"due to lack of a valid population. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#NotApplicableRates."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Unreliable."
"4. Beginning with the 2018 data, changes have been implemented that affect the counts for ICD-10 cause of death codes O00-O99"
"compared to previous practice. In addition, data for the cause of death codes O00-O99 for 2003 through 2017 reflect differences"
"in information available to individual states and probable errors. Caution should be used in interpreting these data. More"
"information can be found at: https://www.cdc.gov/nchs/maternal-mortality/."
"5. On March 11, 2021, the 2019 mortality data on CDC WONDER was updated with the 2019 mortality data updated by NCHS on March 4,"
"2021 to include corrected information for residents of Texas affecting 5 records previously coded to cause code *U01.4,"
"Terrorism involving firearms (homicide). The underlying and multiple cause of death codes for 5 records were corrected in the"
"2019 data. Underlying and multiple cause of death codes for those 5 records were recoded to Assault (homicide) by other and"
"unspecified firearm discharge, ICD-10 code X95. The corrected final death records replaces the data released on December 22,"
"2020."
"6. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#ICD-10 Changes."
"Notes"	"Cause of death"	"Cause of death Code"	"Weekday"	"Weekday Code"	Deaths	Population	Crude Rate
	"Rider or occupant injured by fall from or being thrown from animal or animal-drawn vehicle in noncollision accident"	"V80.0"	"Wednesday"	"4"	32	Not Applicable	Not Applicable
	"Rider or occupant injured by fall from or being thrown from animal or animal-drawn vehicle in noncollision accident"	"V80.0"	"Thursday"	"5"	29	Not Applicable	Not Applicable
	"Rider or occupant injured by fall from or being thrown from animal or animal-drawn vehicle in noncollision accident"	"V80.0"	"Friday"	"6"	29	Not Applicable	Not Applicable
	"Rider or occupant injured by fall from or being thrown from animal or animal-drawn vehicle in noncollision accident"	"V80.0"	"Saturday"	"7"	37	Not Applicable	Not Applicable
	"Driver of special agricultural vehicle injured in traffic accident"	"V84.0"	"Monday"	"2"	18	Not Applicable	Not Applicable
	"Driver of special agricultural vehicle injured in traffic accident"	"V84.0"	"Tuesday"	"3"	21	Not Applicable	Not Applicable
	"Driver of special agricultural vehicle injured in traffic accident"	"V84.0"	"Wednesday"	"4"	29	Not Applicable	Not Applicable
	"Driver of special agricultural vehicle injured in traffic accident"	"V84.0"	"Thursday"	"5"	15	Not Applicable	Not Applicable
	"Driver of special agricultural vehicle injured in traffic accident"	"V84.0"	"Friday"	"6"	16	Not Applicable	Not Applicable
	"Driver of special agricultural vehicle injured in traffic accident"	"V84.0"	"Saturday"	"7"	17	Not Applicable	Not Applicable
	"Driver of special agricultural vehicle injured in nontraffic accident"	"V84.5"	"Sunday"	"1"	14	Not Applicable	Not Applicable
	"Driver of special agricultural vehicle injured in nontraffic accident"	"V84.5"	"Monday"	"2"	24	Not Applicable	Not Applicable
	"Driver of special agricultural vehicle injured in nontraffic accident"	"V84.5"	"Tuesday"	"3"	15	Not Applicable	Not Applicable
	"Driver of special agricultural vehicle injured in nontraffic accident"	"V84.5"	"Wednesday"	"4"	17	Not Applicable	Not Applicable
	"Driver of special agricultural vehicle injured in nontraffic accident"	"V84.5"	"Thursday"	"5"	17	Not Applicable	Not Applicable
	"Driver of special agricultural vehicle injured in nontraffic accident"	"V84.5"	"Friday"	"6"	14	Not Applicable	Not Applicable
	"Driver of special agricultural vehicle injured in nontraffic accident"	"V84.5"	"Saturday"	"7"	13	Not Applicable	Not Applicable
	"Unspecified occupant of special agricultural vehicle injured in nontraffic accident"	"V84.9"	"Sunday"	"1"	16	Not Applicable	Not Applicable
	"Unspecified occupant of special agricultural vehicle injured in nontraffic accident"	"V84.9"	"Monday"	"2"	19	Not Applicable	Not Applicable
	"Unspecified occupant of special agricultural vehicle injured in nontraffic accident"	"V84.9"	"Tuesday"	"3"	22	Not Applicable	Not Applicable
	"Unspecified occupant of special agricultural vehicle injured in nontraffic accident"	"V84.9"	"Wednesday"	"4"	19	Not Applicable	Not Applicable
	"Unspecified occupant of special agricultural vehicle injured in nontraffic accident"	"V84.9"	"Thursday"	"5"	31	Not Applicable	Not Applicable
	"Unspecified occupant of special agricultural vehicle injured in nontraffic accident"	"V84.9"	"Friday"	"6"	31	Not Applicable	Not Applicable
	"Unspecified occupant of special agricultural vehicle injured in nontraffic accident"	"V84.9"	"Saturday"	"7"	24	Not Applicable	Not Applicable
	"Driver of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.0"	"Sunday"	"1"	316	Not Applicable	Not Applicable
	"Driver of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.0"	"Monday"	"2"	136	Not Applicable	Not Applicable
	"Driver of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.0"	"Tuesday"	"3"	140	Not Applicable	Not Applicable
	"Driver of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.0"	"Wednesday"	"4"	139	Not Applicable	Not Applicable
	"Driver of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.0"	"Thursday"	"5"	146	Not Applicable	Not Applicable
	"Driver of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.0"	"Friday"	"6"	172	Not Applicable	Not Applicable
	"Driver of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.0"	"Saturday"	"7"	334	Not Applicable	Not Applicable
	"Passenger of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.1"	"Sunday"	"1"	67	Not Applicable	Not Applicable
	"Passenger of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.1"	"Monday"	"2"	24	Not Applicable	Not Applicable
	"Passenger of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.1"	"Tuesday"	"3"	19	Not Applicable	Not Applicable
	"Passenger of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.1"	"Wednesday"	"4"	18	Not Applicable	Not Applicable
	"Passenger of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.1"	"Thursday"	"5"	12	Not Applicable	Not Applicable
	"Passenger of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.1"	"Friday"	"6"	33	Not Applicable	Not Applicable
	"Passenger of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.1"	"Saturday"	"7"	68	Not Applicable	Not Applicable
	"Unspecified occupant of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.3"	"Sunday"	"1"	27	Not Applicable	Not Applicable
	"Unspecified occupant of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.3"	"Monday"	"2"	10	Not Applicable	Not Applicable
	"Unspecified occupant of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.3"	"Tuesday"	"3"	10	Not Applicable	Not Applicable
	"Unspecified occupant of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.3"	"Wednesday"	"4"	17	Not Applicable	Not Applicable
	"Unspecified occupant of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.3"	"Thursday"	"5"	13	Not Applicable	Not Applicable
	"Unspecified occupant of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.3"	"Friday"	"6"	23	Not Applicable	Not Applicable
	"Unspecified occupant of all-terrain or other off-road motor vehicle injured in traffic accident"	"V86.3"	"Saturday"	"7"	38	Not Applicable	Not Applicable
	"Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.5"	"Sunday"	"1"	349	Not Applicable	Not Applicable
	"Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.5"	"Monday"	"2"	189	Not Applicable	Not Applicable
	"Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.5"	"Tuesday"	"3"	163	Not Applicable	Not Applicable
	"Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.5"	"Wednesday"	"4"	162	Not Applicable	Not Applicable
	"Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.5"	"Thursday"	"5"	196	Not Applicable	Not Applicable
	"Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.5"	"Friday"	"6"	226	Not Applicable	Not Applicable
	"Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.5"	"Saturday"	"7"	449	Not Applicable	Not Applicable
	"Passenger of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.6"	"Sunday"	"1"	73	Not Applicable	Not Applicable
	"Passenger of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.6"	"Monday"	"2"	34	Not Applicable	Not Applicable
	"Passenger of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.6"	"Tuesday"	"3"	29	Not Applicable	Not Applicable
	"Passenger of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.6"	"Wednesday"	"4"	21	Not Applicable	Not Applicable
	"Passenger of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.6"	"Thursday"	"5"	34	Not Applicable	Not Applicable
	"Passenger of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.6"	"Friday"	"6"	36	Not Applicable	Not Applicable
	"Passenger of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.6"	"Saturday"	"7"	95	Not Applicable	Not Applicable
	"Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.9"	"Sunday"	"1"	142	Not Applicable	Not Applicable
	"Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.9"	"Monday"	"2"	68	Not Applicable	Not Applicable
	"Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.9"	"Tuesday"	"3"	64	Not Applicable	Not Applicable
	"Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.9"	"Wednesday"	"4"	79	Not Applicable	Not Applicable
	"Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.9"	"Thursday"	"5"	67	Not Applicable	Not Applicable
	"Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.9"	"Friday"	"6"	87	Not Applicable	Not Applicable
	"Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident"	"V86.9"	"Saturday"	"7"	142	Not Applicable	Not Applicable
	"Person injured in collision between car and two- or three-wheeled motor vehicle (traffic)"	"V87.0"	"Sunday"	"1"	79	Not Applicable	Not Applicable
	"Person injured in collision between car and two- or three-wheeled motor vehicle (traffic)"	"V87.0"	"Monday"	"2"	62	Not Applicable	Not Applicable
	"Person injured in collision between car and two- or three-wheeled motor vehicle (traffic)"	"V87.0"	"Tuesday"	"3"	81	Not Applicable	Not Applicable
	"Person injured in collision between car and two- or three-wheeled motor vehicle (traffic)"	"V87.0"	"Wednesday"	"4"	48	Not Applicable	Not Applicable
	"Person injured in collision between car and two- or three-wheeled motor vehicle (traffic)"	"V87.0"	"Thursday"	"5"	52	Not Applicable	Not Applicable
	"Person injured in collision between car and two- or three-wheeled motor vehicle (traffic)"	"V87.0"	"Friday"	"6"	71	Not Applicable	Not Applicable
	"Person injured in collision between car and two- or three-wheeled motor vehicle (traffic)"	"V87.0"	"Saturday"	"7"	87	Not Applicable	Not Applicable
	"Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle (traffic)"	"V87.1"	"Sunday"	"1"	35	Not Applicable	Not Applicable
	"Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle (traffic)"	"V87.1"	"Monday"	"2"	28	Not Applicable	Not Applicable
	"Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle (traffic)"	"V87.1"	"Tuesday"	"3"	35	Not Applicable	Not Applicable
	"Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle (traffic)"	"V87.1"	"Wednesday"	"4"	28	Not Applicable	Not Applicable
	"Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle (traffic)"	"V87.1"	"Thursday"	"5"	29	Not Applicable	Not Applicable
	"Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle (traffic)"	"V87.1"	"Friday"	"6"	43	Not Applicable	Not Applicable
	"Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle (traffic)"	"V87.1"	"Saturday"	"7"	42	Not Applicable	Not Applicable
	"Person injured in collision between car and pick-up truck or van (traffic)"	"V87.2"	"Sunday"	"1"	32	Not Applicable	Not Applicable
	"Person injured in collision between car and pick-up truck or van (traffic)"	"V87.2"	"Monday"	"2"	44	Not Applicable	Not Applicable
	"Person injured in collision between car and pick-up truck or van (traffic)"	"V87.2"	"Tuesday"	"3"	31	Not Applicable	Not Applicable
	"Person injured in collision between car and pick-up truck or van (traffic)"	"V87.2"	"Wednesday"	"4"	33	Not Applicable	Not Applicable
	"Person injured in collision between car and pick-up truck or van (traffic)"	"V87.2"	"Thursday"	"5"	35	Not Applicable	Not Applicable
	"Person injured in collision between car and pick-up truck or van (traffic)"	"V87.2"	"Friday"	"6"	46	Not Applicable	Not Applicable
	"Person injured in collision between car and pick-up truck or van (traffic)"	"V87.2"	"Saturday"	"7"	34	Not Applicable	Not Applicable
	"Person injured in collision between car and heavy transport vehicle (traffic)"	"V87.4"	"Sunday"	"1"	36	Not Applicable	Not Applicable
	"Person injured in collision between car and heavy transport vehicle (traffic)"	"V87.4"	"Monday"	"2"	57	Not Applicable	Not Applicable
	"Person injured in collision between car and heavy transport vehicle (traffic)"	"V87.4"	"Tuesday"	"3"	48	Not Applicable	Not Applicable
	"Person injured in collision between car and heavy transport vehicle (traffic)"	"V87.4"	"Wednesday"	"4"	65	Not Applicable	Not Applicable
	"Person injured in collision between car and heavy transport vehicle (traffic)"	"V87.4"	"Thursday"	"5"	58	Not Applicable	Not Applicable
	"Person injured in collision between car and heavy transport vehicle (traffic)"	"V87.4"	"Friday"	"6"	57	Not Applicable	Not Applicable
	"Person injured in collision between car and heavy transport vehicle (traffic)"	"V87.4"	"Saturday"	"7"	40	Not Applicable	Not Applicable
	"Person injured in collision between railway train or railway vehicle and car (traffic)"	"V87.6"	"Saturday"	"7"	11	Not Applicable	Not Applicable
	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	"Sunday"	"1"	2817	Not Applicable	Not Applicable
	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	"Monday"	"2"	2762	Not Applicable	Not Applicable
	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	"Tuesday"	"3"	2645	Not Applicable	Not Applicable
	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	"Wednesday"	"4"	2792	Not Applicable	Not Applicable
	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	"Thursday"	"5"	2856	Not Applicable	Not Applicable
	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	"Friday"	"6"	3247	Not Applicable	Not Applicable
	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	"Saturday"	"7"	2966	Not Applicable	Not Applicable
	"Person injured in collision between other specified motor vehicles, nontraffic"	"V88.7"	"Saturday"	"7"	12	Not Applicable	Not Applicable
	"Person injured in unspecified motor-vehicle accident, nontraffic"	"V89.0"	"Sunday"	"1"	85	Not Applicable	Not Applicable
	"Person injured in unspecified motor-vehicle accident, nontraffic"	"V89.0"	"Monday"	"2"	62	Not Applicable	Not Applicable
	"Person injured in unspecified motor-vehicle accident, nontraffic"	"V89.0"	"Tuesday"	"3"	62	Not Applicable	Not Applicable
	"Person injured in unspecified motor-vehicle accident, nontraffic"	"V89.0"	"Wednesday"	"4"	52	Not Applicable	Not Applicable
	"Person injured in unspecified motor-vehicle accident, nontraffic"	"V89.0"	"Thursday"	"5"	67	Not Applicable	Not Applicable
	"Person injured in unspecified motor-vehicle accident, nontraffic"	"V89.0"	"Friday"	"6"	65	Not Applicable	Not Applicable
	"Person injured in unspecified motor-vehicle accident, nontraffic"	"V89.0"	"Saturday"	"7"	65	Not Applicable	Not Applicable
	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	"Sunday"	"1"	8644	Not Applicable	Not Applicable
	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	"Monday"	"2"	6916	Not Applicable	Not Applicable
	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	"Tuesday"	"3"	6441	Not Applicable	Not Applicable
	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	"Wednesday"	"4"	6461	Not Applicable	Not Applicable
	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	"Thursday"	"5"	6857	Not Applicable	Not Applicable
	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	"Friday"	"6"	7790	Not Applicable	Not Applicable
	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	"Saturday"	"7"	8593	Not Applicable	Not Applicable
	"Person injured in unspecified vehicle accident"	"V89.9"	"Sunday"	"1"	53	Not Applicable	Not Applicable
	"Person injured in unspecified vehicle accident"	"V89.9"	"Monday"	"2"	46	Not Applicable	Not Applicable
	"Person injured in unspecified vehicle accident"	"V89.9"	"Tuesday"	"3"	41	Not Applicable	Not Applicable
	"Person injured in unspecified vehicle accident"	"V89.9"	"Wednesday"	"4"	63	Not Applicable	Not Applicable
	"Person injured in unspecified vehicle accident"	"V89.9"	"Thursday"	"5"	59	Not Applicable	Not Applicable
	"Person injured in unspecified vehicle accident"	"V89.9"	"Friday"	"6"	71	Not Applicable	Not Applicable
	"Person injured in unspecified vehicle accident"	"V89.9"	"Saturday"	"7"	70	Not Applicable	Not Applicable
	"Accident to watercraft causing drowning and submersion, canoe or kayak"	"V90.5"	"Sunday"	"1"	36	Not Applicable	Not Applicable
	"Accident to watercraft causing drowning and submersion, canoe or kayak"	"V90.5"	"Monday"	"2"	25	Not Applicable	Not Applicable
	"Accident to watercraft causing drowning and submersion, canoe or kayak"	"V90.5"	"Tuesday"	"3"	27	Not Applicable	Not Applicable
	"Accident to watercraft causing drowning and submersion, canoe or kayak"	"V90.5"	"Wednesday"	"4"	16	Not Applicable	Not Applicable
	"Accident to watercraft causing drowning and submersion, canoe or kayak"	"V90.5"	"Thursday"	"5"	19	Not Applicable	Not Applicable
	"Accident to watercraft causing drowning and submersion, canoe or kayak"	"V90.5"	"Friday"	"6"	28	Not Applicable	Not Applicable
	"Accident to watercraft causing drowning and submersion, canoe or kayak"	"V90.5"	"Saturday"	"7"	30	Not Applicable	Not Applicable
	"Accident to watercraft causing drowning and submersion, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V90.9"	"Sunday"	"1"	80	Not Applicable	Not Applicable
	"Accident to watercraft causing drowning and submersion, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V90.9"	"Monday"	"2"	56	Not Applicable	Not Applicable
	"Accident to watercraft causing drowning and submersion, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V90.9"	"Tuesday"	"3"	43	Not Applicable	Not Applicable
	"Accident to watercraft causing drowning and submersion, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V90.9"	"Wednesday"	"4"	42	Not Applicable	Not Applicable
	"Accident to watercraft causing drowning and submersion, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V90.9"	"Thursday"	"5"	34	Not Applicable	Not Applicable
	"Accident to watercraft causing drowning and submersion, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V90.9"	"Friday"	"6"	55	Not Applicable	Not Applicable
	"Accident to watercraft causing drowning and submersion, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V90.9"	"Saturday"	"7"	81	Not Applicable	Not Applicable
	"Accident to watercraft causing other injury, other powered watercraft, hovercraft (on open water), or jet skis"	"V91.3"	"Sunday"	"1"	10	Not Applicable	Not Applicable
	"Accident to watercraft causing other injury, other powered watercraft, hovercraft (on open water), or jet skis"	"V91.3"	"Saturday"	"7"	15	Not Applicable	Not Applicable
	"Accident to watercraft causing other injury, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V91.9"	"Sunday"	"1"	39	Not Applicable	Not Applicable
	"Accident to watercraft causing other injury, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V91.9"	"Monday"	"2"	37	Not Applicable	Not Applicable
	"Accident to watercraft causing other injury, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V91.9"	"Wednesday"	"4"	23	Not Applicable	Not Applicable
	"Accident to watercraft causing other injury, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V91.9"	"Friday"	"6"	21	Not Applicable	Not Applicable
	"Accident to watercraft causing other injury, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V91.9"	"Saturday"	"7"	58	Not Applicable	Not Applicable
	"Water-transport-related drowning and submersion without accident to watercraft, other powered watercraft, hovercraft (on open water), or jet skis"	"V92.3"	"Sunday"	"1"	11	Not Applicable	Not Applicable
	"Water-transport-related drowning and submersion without accident to watercraft, other powered watercraft, hovercraft (on open water), or jet skis"	"V92.3"	"Saturday"	"7"	10	Not Applicable	Not Applicable
	"Water-transport-related drowning and submersion without accident to watercraft, canoe or kayak"	"V92.5"	"Sunday"	"1"	32	Not Applicable	Not Applicable
	"Water-transport-related drowning and submersion without accident to watercraft, canoe or kayak"	"V92.5"	"Monday"	"2"	18	Not Applicable	Not Applicable
	"Water-transport-related drowning and submersion without accident to watercraft, canoe or kayak"	"V92.5"	"Tuesday"	"3"	16	Not Applicable	Not Applicable
	"Water-transport-related drowning and submersion without accident to watercraft, canoe or kayak"	"V92.5"	"Wednesday"	"4"	15	Not Applicable	Not Applicable
	"Water-transport-related drowning and submersion without accident to watercraft, canoe or kayak"	"V92.5"	"Thursday"	"5"	19	Not Applicable	Not Applicable
	"Water-transport-related drowning and submersion without accident to watercraft, canoe or kayak"	"V92.5"	"Friday"	"6"	17	Not Applicable	Not Applicable
	"Water-transport-related drowning and submersion without accident to watercraft, canoe or kayak"	"V92.5"	"Saturday"	"7"	25	Not Applicable	Not Applicable
	"Water-transport-related drowning and submersion without accident to watercraft, inflatable craft (nonpowered)"	"V92.6"	"Sunday"	"1"	12	Not Applicable	Not Applicable
	"Water-transport-related drowning and submersion without accident to watercraft, inflatable craft (nonpowered)"	"V92.6"	"Tuesday"	"3"	11	Not Applicable	Not Applicable
	"Water-transport-related drowning and submersion without accident to watercraft, inflatable craft (nonpowered)"	"V92.6"	"Saturday"	"7"	15	Not Applicable	Not Applicable
	"Water-transport-related drowning and submersion without accident to watercraft, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V92.9"	"Sunday"	"1"	86	Not Applicable	Not Applicable
	"Water-transport-related drowning and submersion without accident to watercraft, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V92.9"	"Monday"	"2"	62	Not Applicable	Not Applicable
	"Water-transport-related drowning and submersion without accident to watercraft, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V92.9"	"Tuesday"	"3"	55	Not Applicable	Not Applicable
	"Water-transport-related drowning and submersion without accident to watercraft, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V92.9"	"Wednesday"	"4"	56	Not Applicable	Not Applicable
	"Water-transport-related drowning and submersion without accident to watercraft, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V92.9"	"Thursday"	"5"	77	Not Applicable	Not Applicable
	"Water-transport-related drowning and submersion without accident to watercraft, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V92.9"	"Friday"	"6"	71	Not Applicable	Not Applicable
	"Water-transport-related drowning and submersion without accident to watercraft, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V92.9"	"Saturday"	"7"	94	Not Applicable	Not Applicable
	"Other and unspecified water transport accidents, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V94.9"	"Sunday"	"1"	33	Not Applicable	Not Applicable
	"Other and unspecified water transport accidents, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V94.9"	"Monday"	"2"	17	Not Applicable	Not Applicable
	"Other and unspecified water transport accidents, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V94.9"	"Tuesday"	"3"	12	Not Applicable	Not Applicable
	"Other and unspecified water transport accidents, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V94.9"	"Wednesday"	"4"	11	Not Applicable	Not Applicable
	"Other and unspecified water transport accidents, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V94.9"	"Thursday"	"5"	20	Not Applicable	Not Applicable
	"Other and unspecified water transport accidents, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V94.9"	"Friday"	"6"	22	Not Applicable	Not Applicable
	"Other and unspecified water transport accidents, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS"	"V94.9"	"Saturday"	"7"	36	Not Applicable	Not Applicable
	"Helicopter accident injuring occupant"	"V95.0"	"Sunday"	"1"	30	Not Applicable	Not Applicable
	"Helicopter accident injuring occupant"	"V95.0"	"Monday"	"2"	18	Not Applicable	Not Applicable
	"Helicopter accident injuring occupant"	"V95.0"	"Tuesday"	"3"	27	Not Applicable	Not Applicable
	"Helicopter accident injuring occupant"	"V95.0"	"Wednesday"	"4"	23	Not Applicable	Not Applicable
	"Helicopter accident injuring occupant"	"V95.0"	"Thursday"	"5"	22	Not Applicable	Not Applicable
	"Helicopter accident injuring occupant"	"V95.0"	"Friday"	"6"	27	Not Applicable	Not Applicable
	"Helicopter accident injuring occupant"	"V95.0"	"Saturday"	"7"	16	Not Applicable	Not Applicable
	"Ultralight, microlight or powered-glider accident injuring occupant"	"V95.1"	"Monday"	"2"	11	Not Applicable	Not Applicable
	"Ultralight, microlight or powered-glider accident injuring occupant"	"V95.1"	"Saturday"	"7"	13	Not Applicable	Not Applicable
	"Unspecified aircraft accident injuring occupant"	"V95.9"	"Sunday"	"1"	180	Not Applicable	Not Applicable
	"Unspecified aircraft accident injuring occupant"	"V95.9"	"Monday"	"2"	149	Not Applicable	Not Applicable
	"Unspecified aircraft accident injuring occupant"	"V95.9"	"Tuesday"	"3"	113	Not Applicable	Not Applicable
	"Unspecified aircraft accident injuring occupant"	"V95.9"	"Wednesday"	"4"	137	Not Applicable	Not Applicable
	"Unspecified aircraft accident injuring occupant"	"V95.9"	"Thursday"	"5"	169	Not Applicable	Not Applicable
	"Unspecified aircraft accident injuring occupant"	"V95.9"	"Friday"	"6"	185	Not Applicable	Not Applicable
	"Unspecified aircraft accident injuring occupant"	"V95.9"	"Saturday"	"7"	227	Not Applicable	Not Applicable
